Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
10/25/2019 04,28.09,38.72,8813
10/25/2019 05,28.06,38.71,8824
10/25/2019 06,28.05,38.69,9092
10/25/2019 07,28.44,38.66,9519
10/25/2019 08,27.84,38.64,9990
10/25/2019 09,28.8,38.64,10173
10/25/2019 10,28.91,38.62,10144
10/25/2019 11,28.92,38.61,10133
10/25/2019 12,29.23,38.57,10169
10/25/2019 13,31.43,38.52,10208
10/25/2019 14,34.92,38.52,10174
10/25/2019 15,42.92,38.52,10041
10/25/2019 16,45.55,38.54,10017
10/25/2019 17,50.03,38.57,10067
10/25/2019 18,36.23,38.57,10177
10/25/2019 19,42.43,38.59,10248
10/25/2019 20,47.54,38.61,10218
10/25/2019 21,48.07,38.63,10093
10/25/2019 22,36.17,38.64,9880
10/25/2019 23,34.87,38.64,9588
10/25/2019 24,34.83,38.65,9349
10/26/2019 01,32.81,38.65,9162
10/26/2019 02,32.34,38.66,9054
10/26/2019 03,32.47,38.66,8995
10/26/2019 04,32.33,38.67,8959
10/26/2019 05,32.28,38.67,8905
10/26/2019 06,32.91,38.68,8974
10/26/2019 07,32.93,38.68,9158
10/26/2019 08,33.16,38.68,9440
10/26/2019 09,45.3,38.7,9696
10/26/2019 10,46.14,38.71,9894
10/26/2019 11,46.27,38.73,10031
10/26/2019 12,47.88,38.75,10126
10/26/2019 13,38.13,38.76,10126
10/26/2019 14,33.5,38.76,10091
10/26/2019 15,34.61,38.76,10083
10/26/2019 16,34.89,38.77,10061
10/26/2019 17,34.91,38.78,10126
10/26/2019 18,45.5,38.8,10199
10/26/2019 19,52.84,38.83,10260
10/26/2019 20,65.13,38.87,10178
10/26/2019 21,65.39,38.92,10103
10/26/2019 22,54.16,38.94,9983
10/26/2019 23,63.97,38.99,9735
10/26/2019 24,43.54,39,9525
10/27/2019 01,39.94,39.01,9317
10/27/2019 02,39.19,39.02,9219
10/27/2019 03,34.91,39.02,9140
10/27/2019 04,34.89,39.02,9106
10/27/2019 05,34.87,39.03,9089
10/27/2019 06,34.94,39.03,9083
10/27/2019 07,36.52,39.02,9204
10/27/2019 08,36.11,39.03,9330
10/27/2019 09,36.53,39.03,9474
10/27/2019 10,44.37,39.02,9590
10/27/2019 11,48.61,38.65,9686
10/27/2019 12,52.44,37.77,9796
10/27/2019 13,66.48,37.59,9841
10/27/2019 14,66.59,37.53,9828
10/27/2019 15,65.5,37.55,9782
10/27/2019 16,52.82,37.54,9871
10/27/2019 17,56.66,37.54,10069
10/27/2019 18,57.79,37.53,10231
10/27/2019 19,55.07,37.55,10260
10/27/2019 20,58.12,37.59,10230
10/27/2019 21,63.06,37.63,10120
10/27/2019 22,63.74,37.68,9937
10/27/2019 23,34.91,37.69,9702
10/27/2019 24,35.55,37.69,9451
10/28/2019 01,34.86,37.69,9274
10/28/2019 02,34.85,37.7,9190
10/28/2019 03,34.92,37.7,9128
10/28/2019 04,34.9,37.7,9125
10/28/2019 05,35.1,37.71,9166
10/28/2019 06,46.06,37.72,9417
10/28/2019 07,79.7,37.79,9726
10/28/2019 08,48.32,37.81,10228
10/28/2019 09,38.73,37.8,10361
10/28/2019 10,43.01,37.8,10391
10/28/2019 11,45.23,37.79,10473
10/28/2019 12,45.87,37.8,10508
10/28/2019 13,42.58,37.82,10426
10/28/2019 14,31.27,37.8,10388
10/28/2019 15,33.04,37.79,10438
10/28/2019 16,43.62,37.8,10472
10/28/2019 17,45.87,37.79,10544
10/28/2019 18,249.08,38.07,10548
10/28/2019 19,115.75,38.17,10562
10/28/2019 20,58.07,38.19,10488
10/28/2019 21,48.43,38.18,10392
10/28/2019 22,153.72,38.34,10159
10/28/2019 23,53.77,38.37,9922
10/28/2019 24,59.53,38.4,9597
10/29/2019 01,44.42,38.42,9410
10/29/2019 02,44.69,38.44,9287
10/29/2019 03,45.3,38.46,9270
10/29/2019 04,47.1,38.48,9291
10/29/2019 05,49.77,38.51,9291
10/29/2019 06,345.26,38.94,9407
10/29/2019 07,349.73,39.39,9735
10/29/2019 08,411.27,39.92,10106
10/29/2019 09,349.04,40.36,10260
10/29/2019 10,119.29,40.49,10244
10/29/2019 11,42.49,40.5,10299
10/29/2019 12,75,40.57,10223
10/29/2019 13,265.3,40.89,10077
10/29/2019 14,215.31,41.15,10115
10/29/2019 15,106.96,41.26,9999
10/29/2019 16,68.3,41.31,10022
10/29/2019 17,74.88,41.37,10016
10/29/2019 18,74.14,41.43,10142
10/29/2019 19,190.34,41.65,10406
10/29/2019 20,98.41,41.74,10437
10/29/2019 21,33.02,41.75,10392
10/29/2019 22,33.01,41.75,10162
10/29/2019 23,44.04,41.77,9779
10/29/2019 24,33.05,41.77,9449
10/30/2019 01,32.99,41.78,9290
10/30/2019 02,33.05,41.78,9214
10/30/2019 03,33.02,41.79,9104
10/30/2019 04,33.07,41.79,9142
10/30/2019 05,33,41.79,9149
10/30/2019 06,34.6,41.8,9355
10/30/2019 07,33.56,41.8,9762
10/30/2019 08,37.5,41.8,10261
10/30/2019 09,45.62,41.82,10414
10/30/2019 10,41.04,41.83,10223
10/30/2019 11,164.97,42.01,10202
10/30/2019 12,50,42,10214
10/30/2019 13,75.84,42.01,10118
10/30/2019 14,42.2,41.98,10111
10/30/2019 15,37.01,41.95,10132
10/30/2019 16,34.05,41.9,10066
10/30/2019 17,52.1,41.9,10109
10/30/2019 18,37.65,41.87,10146
10/30/2019 19,45.77,41.86,10200
10/30/2019 20,34.25,41.82,10210
10/30/2019 21,32.95,41.78,10115
10/30/2019 22,38.07,41.77,9846
10/30/2019 23,33.1,41.77,9529
10/30/2019 24,33.12,41.77,9247
10/31/2019 01,32.96,41.77,9040
10/31/2019 02,32.99,41.77,8913
10/31/2019 03,33.02,41.77,8863
10/31/2019 04,32.95,41.77,8835
10/31/2019 05,32.96,41.77,8889
10/31/2019 06,36.03,41.78,9077
10/31/2019 07,46.75,41.8,9493
10/31/2019 08,44.2,41.81,9942
10/31/2019 09,48.46,41.84,10072
10/31/2019 10,46.4,41.85,10025
10/31/2019 11,45.88,41.87,10033
10/31/2019 12,45.98,41.89,10011
10/31/2019 13,37.81,41.9,10042
10/31/2019 14,36.87,41.9,10133
10/31/2019 15,46.51,41.92,10016
10/31/2019 16,53.08,41.95,10097
10/31/2019 17,67.73,41.98,10186
10/31/2019 18,86.98,42.05,10060
10/31/2019 19,60.37,42.05,10107
10/31/2019 20,39.8,42.04,10178
10/31/2019 21,35.73,42.04,10075
10/31/2019 22,45.25,42.06,9868
10/31/2019 23,41.7,42.07,9608
10/31/2019 24,39.14,42.08,9269
11/01/2019 01,41.06,42.1,9045
11/01/2019 02,33.12,42.1,8914
11/01/2019 03,33.09,42.11,8830
11/01/2019 04,33.15,42.11,8820
11/01/2019 05,33.16,42.12,8865
11/01/2019 06,34.82,42.12,9079
11/01/2019 07,43.11,42.14,9469
11/01/2019 08,36.47,42.14,9924
11/01/2019 09,51.56,42.17,10068
11/01/2019 10,39.91,42.19,10031
11/01/2019 11,59.77,42.22,9975
11/01/2019 12,54.04,42.25,9976
11/01/2019 13,33.39,42.25,9924
11/01/2019 14,33.15,42.26,9912
11/01/2019 15,33.16,42.26,9907
11/01/2019 16,41.88,42.27,9848
11/01/2019 17,42.43,42.28,9918
11/01/2019 18,43.81,42.3,9963
11/01/2019 19,42.52,42.31,10042
11/01/2019 20,39.76,42.32,9987
11/01/2019 21,31.95,42.32,9885
11/01/2019 22,32.6,42.33,9670
11/01/2019 23,32.55,42.33,9360
11/01/2019 24,32.56,42.34,9128
11/02/2019 01,32.59,42.34,8942
11/02/2019 02,28.96,42.33,8789
11/02/2019 03,28.93,42.33,8721
11/02/2019 04,28.92,42.32,8685
11/02/2019 05,28.92,42.32,8692
11/02/2019 06,29,42.31,8737
11/02/2019 07,32.16,42.31,8924
11/02/2019 08,31.03,42.31,9187
11/02/2019 09,32.68,42.31,9448
11/02/2019 10,33.09,42.31,9548
11/02/2019 11,33.13,42.31,9632
11/02/2019 12,33.18,42.3,9641
11/02/2019 13,33.1,42.3,9567
11/02/2019 14,33.09,42.3,9512
11/02/2019 15,33.1,42.3,9455
11/02/2019 16,33.09,42.3,9457
11/02/2019 17,33.11,42.3,9498
11/02/2019 18,33.13,42.3,9666
11/02/2019 19,43.25,42.32,9754
11/02/2019 20,43.65,42.34,9697
11/02/2019 21,42.78,42.35,9631
11/02/2019 22,34.23,42.36,9502
11/02/2019 23,33.11,42.36,9297
11/02/2019 24,33.08,42.36,9072
11/03/2019 01,32.59,42.37,8879
11/03/2019 02,32.79,42.37,8749
11/03/2019 02*,33.11,42.38,8642
11/03/2019 03,33.12,42.38,8638
11/03/2019 04,33.09,42.39,8663
11/03/2019 05,33.13,42.39,8675
11/03/2019 06,33.12,42.39,8761
11/03/2019 07,33.11,42.39,8919
11/03/2019 08,33.01,42.4,9160
11/03/2019 09,33.16,42.4,9354
11/03/2019 10,42.32,42.41,9485
11/03/2019 11,41.63,42.42,9577
11/03/2019 12,40.28,42.43,9624
11/03/2019 13,45.43,42.45,9651
11/03/2019 14,46.27,42.47,9668
11/03/2019 15,46.27,42.49,9687
11/03/2019 16,43.68,42.51,9811
11/03/2019 17,48.87,42.52,10008
11/03/2019 18,96.79,42.57,10176
11/03/2019 19,73.87,42.63,10034
11/03/2019 20,67.75,42.68,9992
11/03/2019 21,42.85,42.7,9868
11/03/2019 22,42.68,42.72,9675
11/03/2019 23,34.54,42.72,9359
11/03/2019 24,42.33,42.74,9108
11/04/2019 01,33.17,42.75,8932
11/04/2019 02,33.1,42.76,8854
11/04/2019 03,33.09,42.77,8785
11/04/2019 04,33.13,42.78,8786
11/04/2019 05,33.15,42.79,8828
11/04/2019 06,38.54,42.8,9080
11/04/2019 07,43.73,42.82,9569
11/04/2019 08,33.1,42.83,10009
11/04/2019 09,33.18,42.83,10127
11/04/2019 10,45.07,42.85,10184
11/04/2019 11,46.06,42.87,10200
11/04/2019 12,46.27,42.89,10180
11/04/2019 13,46.27,42.91,10200
11/04/2019 14,46.27,42.93,10199
11/04/2019 15,40.98,42.95,10197
11/04/2019 16,42.71,42.96,10238
11/04/2019 17,46.33,42.98,10404
11/04/2019 18,83.36,43.05,10523
11/04/2019 19,58.71,43.09,10360
11/04/2019 20,34.58,43.09,10229
11/04/2019 21,33.17,43.1,10106
11/04/2019 22,34.27,43.1,9776
11/04/2019 23,33.11,43.11,9430
11/04/2019 24,33.12,43.12,9151
11/05/2019 01,33.1,43.12,8938
11/05/2019 02,33.1,43.13,8876
11/05/2019 03,33.14,43.14,8819
11/05/2019 04,33.13,43.14,8806
11/05/2019 05,33.15,43.15,8809
11/05/2019 06,38.76,43.16,9008
11/05/2019 07,41.05,43.18,9473
11/05/2019 08,38.29,43.19,10025
11/05/2019 09,38.55,43.2,10057
11/05/2019 10,33.15,43.21,10138
11/05/2019 11,33.15,43.21,10218
11/05/2019 12,44.49,43.23,10288
11/05/2019 13,33.16,43.23,10277
11/05/2019 14,34.94,43.24,10296
11/05/2019 15,42.26,43.25,10284
11/05/2019 16,40.52,43.27,10339
11/05/2019 17,47.45,43.29,10469
11/05/2019 18,49.44,43.32,10693
11/05/2019 19,33.36,43.33,10616
11/05/2019 20,32.92,43.33,10524
11/05/2019 21,38.5,43.34,10384
11/05/2019 22,39.81,43.36,10113
11/05/2019 23,34.96,43.37,9679
11/05/2019 24,34.98,43.38,9432
11/06/2019 01,34.9,43.39,9268
11/06/2019 02,34.9,43.4,9172
11/06/2019 03,34.96,43.42,9146
11/06/2019 04,34.94,43.44,9190
11/06/2019 05,34.93,43.45,9314
11/06/2019 06,41.87,43.46,9533
11/06/2019 07,46.31,43.49,9941
11/06/2019 08,34.98,43.5,10370
11/06/2019 09,34.91,43.5,10457
11/06/2019 10,39.88,43.52,10494
11/06/2019 11,52.61,43.55,10415
11/06/2019 12,53.17,43.58,10369
11/06/2019 13,44.87,43.6,10347
11/06/2019 14,36.81,43.61,10307
11/06/2019 15,32.92,43.62,10298
11/06/2019 16,35.42,43.62,10339
11/06/2019 17,57.48,43.66,10496
11/06/2019 18,72.83,43.72,10694
11/06/2019 19,56.59,43.75,10586
11/06/2019 20,36.79,43.76,10510
11/06/2019 21,36.67,43.77,10395
11/06/2019 22,40.42,43.79,10165
11/06/2019 23,35.51,43.79,9773
11/06/2019 24,39.83,43.81,9469
11/07/2019 01,34.63,43.82,9328
11/07/2019 02,34.91,43.83,9278
11/07/2019 03,34.04,43.83,9211
11/07/2019 04,33.74,43.84,9197
11/07/2019 05,33.01,43.85,9268
11/07/2019 06,35.91,43.85,9433
11/07/2019 07,43.05,43.87,9842
11/07/2019 08,34.37,43.87,10235
11/07/2019 09,34.09,43.87,10278
11/07/2019 10,34.96,43.88,10289
11/07/2019 11,40.79,43.89,10221
11/07/2019 12,38.79,43.89,10196
11/07/2019 13,34.49,43.9,10081
11/07/2019 14,34.41,43.9,10070
11/07/2019 15,34.46,43.9,10039
11/07/2019 16,34.48,43.9,10080
11/07/2019 17,37.21,43.9,10222
11/07/2019 18,72.19,43.95,10450
11/07/2019 19,47.23,43.89,10325
11/07/2019 20,35.14,43.87,10237
11/07/2019 21,32.57,43.85,10136
11/07/2019 22,34.29,43.86,9888
11/07/2019 23,30.03,43.86,9539
11/07/2019 24,28.93,43.86,9215
11/08/2019 01,28.95,43.86,9045
11/08/2019 02,28.92,43.86,8941
11/08/2019 03,28.28,43.86,8912
11/08/2019 04,28.84,43.85,8881
11/08/2019 05,28.96,43.85,8898
11/08/2019 06,28.94,43.83,9053
11/08/2019 07,34.11,43.83,9456
11/08/2019 08,31.27,43.82,9937
11/08/2019 09,34.3,43.82,10023
11/08/2019 10,34.44,43.74,10061
11/08/2019 11,34.69,43.71,10076
11/08/2019 12,34.69,43.66,10115
11/08/2019 13,34.72,43.61,10091
11/08/2019 14,34.76,43.57,10112
11/08/2019 15,53.52,43.58,10088
11/08/2019 16,62.9,43.59,10100
11/08/2019 17,68.93,43.6,10232
11/08/2019 18,123.63,43.71,10321
11/08/2019 19,210.45,43.88,10058
11/08/2019 20,73.87,43.88,9918
11/08/2019 21,59.72,43.86,9831
11/08/2019 22,34.73,43.87,9718
11/08/2019 23,34.75,43.87,9491
11/08/2019 24,43.89,43.88,9272
11/09/2019 01,35.83,43.89,9112
11/09/2019 02,34.77,43.89,9026
11/09/2019 03,33.03,43.89,8960
11/09/2019 04,29.58,43.89,8947
11/09/2019 05,28.98,43.88,9027
11/09/2019 06,30.79,43.85,9123
11/09/2019 07,30.01,43.81,9286
11/09/2019 08,28.98,43.75,9509
11/09/2019 09,29.8,43.71,9772
11/09/2019 10,38.7,43.65,9986
11/09/2019 11,80.69,43.68,10064
11/09/2019 12,92.85,43.72,10051
11/09/2019 13,95.15,43.79,10042
11/09/2019 14,95.02,43.84,10090
11/09/2019 15,97.42,43.91,9998
11/09/2019 16,89.44,43.95,10051
11/09/2019 17,129.87,44.06,10236
11/09/2019 18,266.42,44.37,10423
11/09/2019 19,85.6,44.44,10313
11/09/2019 20,62.23,44.48,10280
11/09/2019 21,47.35,44.5,10214
11/09/2019 22,44.24,44.52,10042
11/09/2019 23,37.83,44.53,9827
11/09/2019 24,57.92,44.56,9603
11/10/2019 01,35.14,44.57,9481
11/10/2019 02,37.38,44.58,9356
11/10/2019 03,35.3,44.59,9291
11/10/2019 04,34.79,44.59,9287
11/10/2019 05,44.91,44.61,9272
11/10/2019 06,45.55,44.62,9308
11/10/2019 07,42.86,44.63,9343
11/10/2019 08,32.99,44.63,9523
11/10/2019 09,41.64,44.64,9790
11/10/2019 10,57.06,44.66,9961
11/10/2019 11,71.77,44.7,10032
11/10/2019 12,55.15,44.72,10095
11/10/2019 13,73.99,44.75,10062
11/10/2019 14,71.87,44.81,10006
11/10/2019 15,54,44.84,10019
11/10/2019 16,54.1,44.87,10101
11/10/2019 17,280.28,45.22,10262
11/10/2019 18,549.28,45.93,10506
11/10/2019 19,184.12,46.14,10397
11/10/2019 20,73.67,46.2,10354
11/10/2019 21,57.8,46.22,10290
11/10/2019 22,77.7,46.28,10112
11/10/2019 23,56.13,46.32,9881
11/10/2019 24,63.02,46.36,9628
11/11/2019 01,48.2,46.39,9511
11/11/2019 02,45.51,46.41,9472
11/11/2019 03,44.83,46.43,9420
11/11/2019 04,49.34,46.46,9440
11/11/2019 05,48.85,46.48,9462
11/11/2019 06,44.17,46.5,9542
11/11/2019 07,37.02,46.5,9678
11/11/2019 08,28.02,46.5,9859
11/11/2019 09,34.07,46.5,10044
11/11/2019 10,39.64,46.5,10116
11/11/2019 11,81.47,46.56,10135
11/11/2019 12,84.84,46.62,10119
11/11/2019 13,52.05,46.64,10138
11/11/2019 14,79.13,46.7,10110
11/11/2019 15,56.24,46.73,10145
11/11/2019 16,32.81,46.72,10246
11/11/2019 17,39.55,46.72,10471
11/11/2019 18,92.3,46.8,10669
11/11/2019 19,30.68,46.77,10527
11/11/2019 20,28.98,46.73,10433
11/11/2019 21,30,46.71,10277
11/11/2019 22,45.61,46.72,10043
11/11/2019 23,29.11,46.72,9702
11/11/2019 24,31.86,46.72,9466
11/12/2019 01,29.75,46.71,9278
11/12/2019 02,28.95,46.71,9165
11/12/2019 03,28.98,46.7,9091
11/12/2019 04,32.55,46.7,9129
11/12/2019 05,32.55,46.7,9149
11/12/2019 06,39.21,46.71,9346
11/12/2019 07,55.81,46.74,9729
11/12/2019 08,84.01,46.81,10116
11/12/2019 09,95.05,46.9,10115
11/12/2019 10,92.6,46.97,10181
11/12/2019 11,474.21,47.58,10090
11/12/2019 12,715.26,48.52,10043
11/12/2019 13,332.05,48.93,10059
11/12/2019 14,691.36,49.82,10059
11/12/2019 15,55.21,49.84,10148
11/12/2019 16,79.36,49.88,10216
11/12/2019 17,556.34,50.6,10311
11/12/2019 18,290.39,50.94,10545
11/12/2019 19,33.62,50.92,10466
11/12/2019 20,84.53,50.99,10346
11/12/2019 21,159.74,51.17,10185
11/12/2019 22,53.53,51.2,10085
11/12/2019 23,34.05,51.2,9778
11/12/2019 24,117.47,51.32,9383
11/13/2019 01,46.71,51.34,9243
11/13/2019 02,35.24,51.35,9180
11/13/2019 03,32.57,51.36,9119
11/13/2019 04,32.63,51.36,9110
11/13/2019 05,32.59,51.37,9203
11/13/2019 06,53.01,51.4,9393
11/13/2019 07,54,51.43,9786
11/13/2019 08,32.16,51.44,10226
11/13/2019 09,43.47,51.46,10307
11/13/2019 10,33.42,51.46,10281
11/13/2019 11,40.34,51.47,10305
11/13/2019 12,80.67,51.54,10228
11/13/2019 13,70,51.59,10164
11/13/2019 14,81.51,51.66,10159
11/13/2019 15,53.83,51.69,10149
11/13/2019 16,54.85,51.72,10221
11/13/2019 17,53.59,51.75,10366
11/13/2019 18,68.8,51.8,10595
11/13/2019 19,30.95,51.8,10489
11/13/2019 20,37.64,51.8,10415
11/13/2019 21,35.04,51.8,10325
11/13/2019 22,40.03,51.81,10081
11/13/2019 23,33.8,51.82,9827
11/13/2019 24,35.24,51.82,9562
11/14/2019 01,32.97,51.82,9386
11/14/2019 02,32.64,51.82,9255
11/14/2019 03,32.63,51.82,9176
11/14/2019 04,32.62,51.82,9200
11/14/2019 05,32.61,51.82,9272
11/14/2019 06,38.61,51.83,9469
11/14/2019 07,42.02,51.84,9858
11/14/2019 08,41.81,51.86,10298
11/14/2019 09,51.3,51.88,10413
11/14/2019 10,50.97,51.91,10405
11/14/2019 11,47.11,51.93,10386
11/14/2019 12,61.13,51.97,10369
11/14/2019 13,60.44,52.01,10359
11/14/2019 14,56.61,52.04,10355
11/14/2019 15,41.94,52.05,10387
11/14/2019 16,47.88,52.07,10411
11/14/2019 17,50.63,52.1,10660
11/14/2019 18,34.99,52.1,10861
11/14/2019 19,32.03,52.1,10689
11/14/2019 20,40.03,52.11,10551
11/14/2019 21,33.12,52.11,10419
11/14/2019 22,49.27,52.14,10191
11/14/2019 23,36.16,52.15,9838
11/14/2019 24,45.04,52.17,9548
11/15/2019 01,37.74,52.18,9378
11/15/2019 02,34.43,52.19,9297
11/15/2019 03,32.72,52.2,9206
11/15/2019 04,32.57,52.2,9200
11/15/2019 05,32.61,52.21,9251
11/15/2019 06,35.14,52.21,9421
11/15/2019 07,59.72,52.24,9825
11/15/2019 08,34.86,52.23,10280
11/15/2019 09,38.18,52.24,10421
11/15/2019 10,40.26,52.23,10480
11/15/2019 11,41.13,52.2,10533
11/15/2019 12,45.4,52.19,10493
11/15/2019 13,46.22,52.19,10441
11/15/2019 14,40.68,52.17,10462
11/15/2019 15,39.44,52.18,10529
11/15/2019 16,40.79,52.17,10523
11/15/2019 17,38.76,52.16,10652
11/15/2019 18,35.87,52.16,10717
11/15/2019 19,31.58,52.16,10541
11/15/2019 20,31.28,52.16,10436
11/15/2019 21,31.28,52.16,10271
11/15/2019 22,32.33,52.15,10108
11/15/2019 23,31.22,52.15,9816
11/15/2019 24,32.52,52.15,9579
11/16/2019 01,32.5,52.16,9361
11/16/2019 02,32.57,52.17,9213
11/16/2019 03,32.55,52.17,9147
11/16/2019 04,31.38,52.18,9068
11/16/2019 05,28.92,52.18,9054
11/16/2019 06,28.98,52.17,9104
11/16/2019 07,31.73,52.15,9251
11/16/2019 08,30.86,52.14,9490
11/16/2019 09,32.6,52.14,9662
11/16/2019 10,35.38,52.13,9791
11/16/2019 11,36.77,52.12,9815
11/16/2019 12,37.59,52.13,9830
11/16/2019 13,39.28,52.14,9832
11/16/2019 14,39.43,52.15,9784
11/16/2019 15,38.96,52.16,9769
11/16/2019 16,33.39,52.16,9845
11/16/2019 17,32.84,52.17,10103
11/16/2019 18,32.61,52.17,10377
11/16/2019 19,32.61,52.17,10268
11/16/2019 20,32.55,52.17,10119
11/16/2019 21,32.43,52.17,9946
11/16/2019 22,32.23,52.17,9786
11/16/2019 23,32.56,52.18,9618
11/16/2019 24,32.01,52.18,9368
11/17/2019 01,32.43,52.19,9251
11/17/2019 02,28.94,52.19,9149
11/17/2019 03,28.97,52.2,9025
11/17/2019 04,28.92,52.2,9025
11/17/2019 05,28.92,52.2,9019
11/17/2019 06,28.96,52.19,9062
11/17/2019 07,31.88,52.19,9171
11/17/2019 08,28.87,52.18,9341
11/17/2019 09,31.44,52.18,9487
11/17/2019 10,30.14,52.17,9607
11/17/2019 11,31.21,52.17,9707
11/17/2019 12,32.27,52.17,9766
11/17/2019 13,31.64,52.17,9790
11/17/2019 14,32.25,52.17,9807
11/17/2019 15,32.55,52.17,9773
11/17/2019 16,32.27,52.18,9717
11/17/2019 17,32.06,52.18,9997
11/17/2019 18,33.45,52.18,10380
11/17/2019 19,31.57,52.18,10287
11/17/2019 20,28.98,52.18,10156
11/17/2019 21,28.99,52.18,10016
11/17/2019 22,28.94,52.18,9815
11/17/2019 23,28.38,52.17,9544
11/17/2019 24,26.94,52.17,9216
11/18/2019 01,24.95,52.17,8956
11/18/2019 02,24.79,52.16,8831
11/18/2019 03,22.62,52.16,8785
11/18/2019 04,24.22,52.15,8826
11/18/2019 05,26.71,52.15,8979
11/18/2019 06,28,52.14,9164
11/18/2019 07,31.29,52.15,9622
11/18/2019 08,31.3,52.14,10083
11/18/2019 09,34.17,52.15,10169
11/18/2019 10,32.65,52.15,10190
11/18/2019 11,37.38,52.15,10200
11/18/2019 12,40.4,52.16,10209
11/18/2019 13,39.11,52.15,10177
11/18/2019 14,39.47,52.13,10228
11/18/2019 15,55.44,52.14,10245
11/18/2019 16,65.24,52.14,10288
11/18/2019 17,283.59,52.46,10567
11/18/2019 18,122.44,52.54,10738
11/18/2019 19,238.66,52.77,10548
11/18/2019 20,40.19,52.73,10465
11/18/2019 21,52.43,52.73,10358
11/18/2019 22,45.79,52.74,10090
11/18/2019 23,38.77,52.74,9765
11/18/2019 24,40.27,52.75,9494
11/19/2019 01,43.14,52.76,9298
11/19/2019 02,77.47,52.83,9179
11/19/2019 03,52.83,52.85,9203
11/19/2019 04,45.7,52.87,9192
11/19/2019 05,40.78,52.88,9261
11/19/2019 06,51.87,52.91,9483
11/19/2019 07,601.71,53.7,9733
11/19/2019 08,80.57,53.77,10180
11/19/2019 09,95.97,53.85,10326
11/19/2019 10,95.46,53.93,10375
11/19/2019 11,73.33,53.99,10348
11/19/2019 12,93.23,54.05,10370
11/19/2019 13,54.1,54.08,10370
11/19/2019 14,41.32,54.1,10437
11/19/2019 15,72.63,54.15,10403
11/19/2019 16,53.93,54.18,10467
11/19/2019 17,55.34,54.21,10725
11/19/2019 18,74.7,54.26,10817
11/19/2019 19,34.95,54.26,10676
11/19/2019 20,37.59,54.23,10577
11/19/2019 21,46.86,54.22,10493
11/19/2019 22,54.12,54.24,10238
11/19/2019 23,44.37,54.26,9919
11/19/2019 24,62.27,54.3,9570
11/20/2019 01,46.93,54.32,9402
11/20/2019 02,40.06,54.33,9236
11/20/2019 03,39.74,54.34,9147
11/20/2019 04,44.02,54.35,9127
11/20/2019 05,47.6,54.37,9200
11/20/2019 06,77.56,54.43,9349
11/20/2019 07,327.7,54.83,9686
11/20/2019 08,145.51,54.99,10095
11/20/2019 09,253.7,55.3,10135
11/20/2019 10,184.53,55.5,10143
11/20/2019 11,325.15,55.9,10178
11/20/2019 12,262.07,56.19,10104
11/20/2019 13,221.45,56.43,10062
11/20/2019 14,465.72,56.99,10031
11/20/2019 15,295.78,57.36,10080
11/20/2019 16,244.77,57.65,10061
11/20/2019 17,570.07,58.39,10320
11/20/2019 18,926.37,59.63,10657
11/20/2019 19,457.87,60.22,10499
11/20/2019 20,126.53,60.35,10405
11/20/2019 21,52.42,60.38,10352
11/20/2019 22,49.13,60.4,10199
11/20/2019 23,72.43,60.46,9830
11/20/2019 24,44.75,60.48,9588
11/21/2019 01,43.43,60.49,9474
11/21/2019 02,40.45,60.51,9355
11/21/2019 03,32.42,60.51,9245
11/21/2019 04,35.37,60.52,9256
11/21/2019 05,43.99,60.54,9288
11/21/2019 06,51,60.56,9471
11/21/2019 07,52.63,60.59,9920
11/21/2019 08,47.11,60.61,10405
11/21/2019 09,52.04,60.63,10469
11/21/2019 10,242.49,60.92,10399
11/21/2019 11,57.96,60.95,10330
11/21/2019 12,70.54,61,10331
11/21/2019 13,57.45,61.03,10275
11/21/2019 14,43.52,61.05,10257
11/21/2019 15,38.11,61.05,10273
11/21/2019 16,32.35,61.04,10188
11/21/2019 17,31.1,61.03,10365
11/21/2019 18,35.56,61.03,10661
11/21/2019 19,33.25,61.03,10545
11/21/2019 20,36.14,61.04,10296
11/21/2019 21,35.61,61.03,10131
11/21/2019 22,38.81,61.03,9928
11/21/2019 23,37.26,61.04,9712
11/21/2019 24,36.58,61.04,9410
11/22/2019 01,38.29,61.05,9232
11/22/2019 02,33.11,61.05,9221
11/22/2019 03,32.48,61.06,9163
11/22/2019 04,32.42,61.06,9118
11/22/2019 05,32.47,61.06,9166
11/22/2019 06,32.45,61.05,9360
11/22/2019 07,38.19,61.05,9772
11/22/2019 08,36.51,61.03,10177
11/22/2019 09,36.08,61.01,10198
11/22/2019 10,38.44,60.99,10212
11/22/2019 11,35.88,60.98,10214
11/22/2019 12,35.87,60.99,10204
11/22/2019 13,35.72,60.99,10163
11/22/2019 14,34.83,60.99,10099
11/22/2019 15,34.97,60.99,10132
11/22/2019 16,34.89,60.99,10273
11/22/2019 17,33.43,60.99,10480
11/22/2019 18,38.54,60.84,10697
11/22/2019 19,32.9,59.87,10497
11/22/2019 20,32.48,59.26,10309
11/22/2019 21,32.43,59.26,10198
11/22/2019 22,32.41,59.25,10041
11/22/2019 23,30.96,59.25,9776
11/22/2019 24,29.92,59.25,9478
11/23/2019 01,28.94,59.25,9279
11/23/2019 02,28.46,59.25,9086
11/23/2019 03,28.29,59.26,9007
11/23/2019 04,28.7,59.26,9007
11/23/2019 05,28.15,59.27,8998
